# started on Mon Apr 20 18:36:36 2020

1051384440,,branch-instructions,18691683345,100,00,,
1647270,,branch-misses,18691683345,100,00,0,of all branches
# started on Mon Apr 20 18:39:36 2020

1051238954,,branch-instructions,19443047801,100,00,,
1633928,,branch-misses,19443047801,100,00,0,of all branches
# started on Mon Apr 20 18:39:56 2020

1049890005,,branch-instructions,16906349525,100,00,,
1258407,,branch-misses,16906349525,100,00,0,of all branches
# started on Mon Apr 20 18:40:13 2020

1051309975,,branch-instructions,17783040924,100,00,,
1548619,,branch-misses,17783040924,100,00,0,of all branches
# started on Mon Apr 20 18:40:30 2020

1050254644,,branch-instructions,19979456678,100,00,,
1525259,,branch-misses,19979456678,100,00,0,of all branches
# started on Mon Apr 20 18:40:51 2020

1050285668,,branch-instructions,18292472347,100,00,,
1483116,,branch-misses,18292472347,100,00,0,of all branches
# started on Mon Apr 20 18:41:09 2020

1051970904,,branch-instructions,18474175788,100,00,,
1652853,,branch-misses,18474175788,100,00,0,of all branches
# started on Mon Apr 20 18:41:28 2020

1052846617,,branch-instructions,18634365854,100,00,,
1723994,,branch-misses,18634365854,100,00,0,of all branches
# started on Mon Apr 20 18:41:46 2020

1054431517,,branch-instructions,19615336748,100,00,,
1947262,,branch-misses,19615336748,100,00,0,of all branches
# started on Mon Apr 20 18:42:06 2020

1050507796,,branch-instructions,18866640291,100,00,,
1483256,,branch-misses,18866640291,100,00,0,of all branches
# started on Mon Apr 20 18:42:25 2020

1050184078,,branch-instructions,18072706204,100,00,,
1457977,,branch-misses,18072706204,100,00,0,of all branches
# started on Mon Apr 20 18:36:54 2020

1052658059,,branch-instructions,20787675882,100,00,,
1785510,,branch-misses,20787675882,100,00,0,of all branches
# started on Mon Apr 20 18:42:44 2020

1050015089,,branch-instructions,18158276466,100,00,,
1451141,,branch-misses,18158276466,100,00,0,of all branches
# started on Mon Apr 20 18:37:15 2020

1053889623,,branch-instructions,19126745353,100,00,,
1919822,,branch-misses,19126745353,100,00,0,of all branches
# started on Mon Apr 20 18:37:35 2020

1057459649,,branch-instructions,22739234115,100,00,,
2469075,,branch-misses,22739234115,100,00,0,of all branches
# started on Mon Apr 20 18:37:58 2020

1051425060,,branch-instructions,19838595371,100,00,,
1674408,,branch-misses,19838595371,100,00,0,of all branches
# started on Mon Apr 20 18:38:18 2020

1050341934,,branch-instructions,19400281622,100,00,,
1590852,,branch-misses,19400281622,100,00,0,of all branches
# started on Mon Apr 20 18:38:37 2020

1049696580,,branch-instructions,18365361710,100,00,,
1433068,,branch-misses,18365361710,100,00,0,of all branches
# started on Mon Apr 20 18:38:56 2020

1051732476,,branch-instructions,19674395327,100,00,,
1714460,,branch-misses,19674395327,100,00,0,of all branches
# started on Mon Apr 20 18:39:16 2020

1054775297,,branch-instructions,20228230845,100,00,,
1985621,,branch-misses,20228230845,100,00,0,of all branches
