# started on Mon Apr 20 18:50:05 2020

25959796,,L1-dcache-loads,12706480,100,00,,
85143,,L1-dcache-load-misses,12706480,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:06 2020

25954216,,L1-dcache-loads,12890359,100,00,,
103122,,L1-dcache-load-misses,12890359,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:06 2020

25974216,,L1-dcache-loads,14150963,100,00,,
104263,,L1-dcache-load-misses,14150963,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:07 2020

25962161,,L1-dcache-loads,13701353,100,00,,
89572,,L1-dcache-load-misses,13701353,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:07 2020

25964424,,L1-dcache-loads,13022040,100,00,,
83570,,L1-dcache-load-misses,13022040,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:07 2020

25958424,,L1-dcache-loads,13003213,100,00,,
105066,,L1-dcache-load-misses,13003213,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:07 2020

25932732,,L1-dcache-loads,13133313,100,00,,
136673,,L1-dcache-load-misses,13133313,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:07 2020

25960189,,L1-dcache-loads,11279140,100,00,,
91815,,L1-dcache-load-misses,11279140,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:07 2020

25935524,,L1-dcache-loads,15200574,100,00,,
137944,,L1-dcache-load-misses,15200574,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:07 2020

25949276,,L1-dcache-loads,14761770,100,00,,
127748,,L1-dcache-load-misses,14761770,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:08 2020

25957963,,L1-dcache-loads,11882824,100,00,,
83483,,L1-dcache-load-misses,11882824,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:05 2020

25949843,,L1-dcache-loads,15529848,100,00,,
120745,,L1-dcache-load-misses,15529848,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:08 2020

25961855,,L1-dcache-loads,10477145,100,00,,
83141,,L1-dcache-load-misses,10477145,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:05 2020

25963642,,L1-dcache-loads,13285713,100,00,,
85522,,L1-dcache-load-misses,13285713,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:05 2020

25985968,,L1-dcache-loads,10840474,100,00,,
96158,,L1-dcache-load-misses,10840474,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:06 2020

25955841,,L1-dcache-loads,12264214,100,00,,
96564,,L1-dcache-load-misses,12264214,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:06 2020

25942240,,L1-dcache-loads,14330784,100,00,,
117727,,L1-dcache-load-misses,14330784,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:06 2020

25965773,,L1-dcache-loads,10345428,100,00,,
86331,,L1-dcache-load-misses,10345428,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:06 2020

25956931,,L1-dcache-loads,11529074,100,00,,
97046,,L1-dcache-load-misses,11529074,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:50:06 2020

25969016,,L1-dcache-loads,15244063,100,00,,
111152,,L1-dcache-load-misses,15244063,100,00,0,of all L1-dcache hits
