# started on Mon Apr 20 18:46:37 2020

1048309790,,branch-instructions,10141229757,100,00,,
1415830,,branch-misses,10141229757,100,00,0,of all branches
# started on Mon Apr 20 18:48:08 2020

1048027490,,branch-instructions,9806059383,100,00,,
1347309,,branch-misses,9806059383,100,00,0,of all branches
# started on Mon Apr 20 18:48:18 2020

1048111797,,branch-instructions,9902164804,100,00,,
1352062,,branch-misses,9902164804,100,00,0,of all branches
# started on Mon Apr 20 18:48:28 2020

1047972180,,branch-instructions,9854974708,100,00,,
1340655,,branch-misses,9854974708,100,00,0,of all branches
# started on Mon Apr 20 18:48:38 2020

1049469485,,branch-instructions,10014586285,100,00,,
1479100,,branch-misses,10014586285,100,00,0,of all branches
# started on Mon Apr 20 18:48:48 2020

1048591904,,branch-instructions,9877657398,100,00,,
1390721,,branch-misses,9877657398,100,00,0,of all branches
# started on Mon Apr 20 18:48:58 2020

1048304036,,branch-instructions,9750082275,100,00,,
1344841,,branch-misses,9750082275,100,00,0,of all branches
# started on Mon Apr 20 18:49:08 2020

1048609193,,branch-instructions,9996003024,100,00,,
1394404,,branch-misses,9996003024,100,00,0,of all branches
# started on Mon Apr 20 18:49:18 2020

1050056895,,branch-instructions,11220903079,100,00,,
1604022,,branch-misses,11220903079,100,00,0,of all branches
# started on Mon Apr 20 18:49:30 2020

1048611069,,branch-instructions,10244687029,100,00,,
1429897,,branch-misses,10244687029,100,00,0,of all branches
# started on Mon Apr 20 18:49:40 2020

1049145250,,branch-instructions,10192115348,100,00,,
1505392,,branch-misses,10192115348,100,00,0,of all branches
# started on Mon Apr 20 18:46:47 2020

1047927108,,branch-instructions,10059955063,100,00,,
1377073,,branch-misses,10059955063,100,00,0,of all branches
# started on Mon Apr 20 18:49:50 2020

1048582266,,branch-instructions,10169540935,100,00,,
1427609,,branch-misses,10169540935,100,00,0,of all branches
# started on Mon Apr 20 18:46:57 2020

1048520578,,branch-instructions,10333087599,100,00,,
1449668,,branch-misses,10333087599,100,00,0,of all branches
# started on Mon Apr 20 18:47:08 2020

1049017227,,branch-instructions,10162275541,100,00,,
1467575,,branch-misses,10162275541,100,00,0,of all branches
# started on Mon Apr 20 18:47:18 2020

1048642698,,branch-instructions,10265153262,100,00,,
1442123,,branch-misses,10265153262,100,00,0,of all branches
# started on Mon Apr 20 18:47:28 2020

1048324931,,branch-instructions,9748861535,100,00,,
1323538,,branch-misses,9748861535,100,00,0,of all branches
# started on Mon Apr 20 18:47:38 2020

1048333834,,branch-instructions,9900756448,100,00,,
1293877,,branch-misses,9900756448,100,00,0,of all branches
# started on Mon Apr 20 18:47:48 2020

1047836301,,branch-instructions,9798020345,100,00,,
1303825,,branch-misses,9798020345,100,00,0,of all branches
# started on Mon Apr 20 18:47:58 2020

1052347477,,branch-instructions,10099517997,100,00,,
1705861,,branch-misses,10099517997,100,00,0,of all branches
