# started on Mon Apr 20 18:29:59 2020

27965816,,L1-dcache-loads,13479577,100,00,,
85463,,L1-dcache-load-misses,13479577,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27964452,,L1-dcache-loads,15331747,100,00,,
83274,,L1-dcache-load-misses,15331747,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27961265,,L1-dcache-loads,15863824,100,00,,
82003,,L1-dcache-load-misses,15863824,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27964786,,L1-dcache-loads,11656553,100,00,,
81550,,L1-dcache-load-misses,11656553,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27964077,,L1-dcache-loads,15859381,100,00,,
82233,,L1-dcache-load-misses,15859381,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:01 2020

27962841,,L1-dcache-loads,18819990,100,00,,
89365,,L1-dcache-load-misses,18819990,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:01 2020

27969293,,L1-dcache-loads,14418899,100,00,,
87199,,L1-dcache-load-misses,14418899,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:01 2020

27965719,,L1-dcache-loads,13989897,100,00,,
87179,,L1-dcache-load-misses,13989897,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:01 2020

27963557,,L1-dcache-loads,13614613,100,00,,
80858,,L1-dcache-load-misses,13614613,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:01 2020

27966113,,L1-dcache-loads,16708076,100,00,,
88806,,L1-dcache-load-misses,16708076,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:01 2020

27962325,,L1-dcache-loads,16384110,100,00,,
89407,,L1-dcache-load-misses,16384110,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:29:59 2020

27966715,,L1-dcache-loads,15687946,100,00,,
90730,,L1-dcache-load-misses,15687946,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:01 2020

27963839,,L1-dcache-loads,13423479,100,00,,
81598,,L1-dcache-load-misses,13423479,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:29:59 2020

27958896,,L1-dcache-loads,13304401,100,00,,
84074,,L1-dcache-load-misses,13304401,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:29:59 2020

27965702,,L1-dcache-loads,16455119,100,00,,
84456,,L1-dcache-load-misses,16455119,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27959143,,L1-dcache-loads,14689172,100,00,,
90509,,L1-dcache-load-misses,14689172,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27965906,,L1-dcache-loads,13548913,100,00,,
83151,,L1-dcache-load-misses,13548913,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27962492,,L1-dcache-loads,15808584,100,00,,
79478,,L1-dcache-load-misses,15808584,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27964092,,L1-dcache-loads,16788085,100,00,,
86934,,L1-dcache-load-misses,16788085,100,00,0,of all L1-dcache hits
# started on Mon Apr 20 18:30:00 2020

27960750,,L1-dcache-loads,15386150,100,00,,
90895,,L1-dcache-load-misses,15386150,100,00,0,of all L1-dcache hits
