# started on Tue Jun  2 21:13:37 2020,,,,,,,,,,
,,,,,,,,,,
4778681,,cache-references,774480480,100,0,,,,,
17465,,cache-misses,774480480,100,0,0,of all cache refs,,,
# started on Tue Jun  2 21:13:45 2020,,,,,,,,,4778681,17465
,,,,,,,,,311111,21084
311111,,cache-references,767982375,100,0,,,,331099,21154
21084,,cache-misses,767982375,100,0,6,of all cache refs,,243437,21950
# started on Tue Jun  2 21:13:38 2020,,,,,,,,,884793,41425
,,,,,,,,,1519554,99074
331099,,cache-references,763329078,100,0,,,,902451,31923
21154,,cache-misses,763329078,100,0,6,of all cache refs,,997169,56767
# started on Tue Jun  2 21:13:39 2020,,,,,,,,,647443,59357
,,,,,,,,,5437905,22270
243437,,cache-references,758694828,100,0,,,,,
21950,,cache-misses,758694828,100,0,9,of all cache refs,,,
# started on Tue Jun  2 21:13:39 2020,,,,,,,,,,
,,,,,,,,,,
884793,,cache-references,803710204,100,0,,,,,
41425,,cache-misses,803710204,100,0,4,of all cache refs,,,
# started on Tue Jun  2 21:13:40 2020,,,,,,,,,,
,,,,,,,,,,
1519554,,cache-references,864658769,100,0,,,,,
99074,,cache-misses,864658769,100,0,6,of all cache refs,,,
# started on Tue Jun  2 21:13:41 2020,,,,,,,,,,
,,,,,,,,,,
902451,,cache-references,801866155,100,0,,,,,
31923,,cache-misses,801866155,100,0,3,of all cache refs,,,
# started on Tue Jun  2 21:13:42 2020,,,,,,,,,,
,,,,,,,,,,
997169,,cache-references,838894199,100,0,,,,,
56767,,cache-misses,838894199,100,0,5,of all cache refs,,,
# started on Tue Jun  2 21:13:43 2020,,,,,,,,,,
,,,,,,,,,,
647443,,cache-references,793431722,100,0,,,,,
59357,,cache-misses,793431722,100,0,9,of all cache refs,,,
# started on Tue Jun  2 21:13:44 2020,,,,,,,,,,
,,,,,,,,,,
5437905,,cache-references,786925858,100,0,,,,,
22270,,cache-misses,786925858,100,0,0,of all cache refs,,,
